,Year,Country,Population
2945,1984,HUN,10668095.0
2946,1984,BRN,218175.0
2947,1984,PAK,89213706.0
2948,1984,IRQ,15190393.0
2949,1984,QAT,341272.0
2950,1984,CAN,25607053.0
2951,1984,IRL,3532423.0
2952,1984,AUS,15544000.0
2953,1984,MAR,22002643.0
2954,1984,ERI,1946305
2955,1984,JOR,2784463.0
2956,1984,TUN,7135270.0
2957,1984,BEL,9855372.0
2958,1984,DJI,406017.0
2959,1984,COM,345466.0
2960,1984,KAZ,15483419.0
2961,1984,MDV,182850.0
2962,1984,ETH,39374348.0
2963,1984,UZB,17615040.0
2964,1984,KGZ,3916400.0
2965,1984,TJK,4397562.0
2966,1984,JPN,120018000.0
2967,1984,BRA,132383568.0
2968,1984,ISR,4159000.0
2969,1984,SWE,8336605.0
2970,1984,TUR,48114155.0
2971,1984,ARM,3285599.0
2972,1984,CIV,9530107.0
2973,1984,KEN,19146400.0
2974,1984,BEN,4156819.0
2975,1984,GHA,12405660.0
2976,1984,SOM,6614715.0
2977,1984,SYR,10293049.0
2978,1984,GBR,56422072.0
2979,1984,CHI,132446.0
2980,1984,IND,766833410.0
2981,1984,POL,36904134.0
2982,1984,PAN,2170325.0
2983,1984,GEO,4622200.0
2984,1984,GUY,775219.0
2985,1984,VEN,16876703.0
2986,1984,COL,29331238.0
2987,1984,PER,19319746.0
2988,1984,UGA,14082875.0
2989,1984,NZL,3227100.0
2990,1984,ECU,8843462.0
2991,1984,TKM,3166221.0
2992,1984,TTO,1155074.0
2993,1984,DOM,6331764.0
2994,1984,JAM,2306366.0
2995,1984,LBR,2111671.0
2996,1984,SUR,364733.0
2997,1984,PLW,13195.0
2998,1984,LTU,3514205.0
2999,1984,NAM,1162279.0
3000,1984,UKR,50754000.0
3001,1984,ISL,239511.0
3002,1984,AUT,7561434.0
3003,1984,RWA,5902843.0
3004,1984,DMA,73851.0
3005,1984,MLT,330593.0
3006,1984,LUX,365998.0
3007,1984,CYP,697714.0
3008,1984,SGP,2732221.0
3009,1984,SLE,3707510.0
3010,1984,PNG,3975956.0
3011,1984,AFG,12204292.0
3012,1984,YEM,9213084.0
3013,1984,MDA,3536000.0
3014,1984,SRB,..
3015,1984,CAF,2478382.0
3016,1984,BIH,4350577.0
3017,1984,GUM,113961.0
3018,1984,SVK,5127097.0
3019,1984,THA,51094868.0
3020,1984,TLS,641844.0
3021,1984,GAB,805115.0
3022,1984,SMR,22549.0
3023,1984,LAO,3586316.0
3024,1984,KOR,40405956.0
3025,1984,PRK,18590138.0
3026,1984,MOZ,12636116.0
3027,1984,SEN,6277424.0
3028,1984,CPV,306136.0
3029,1984,CZE,10330213.0
3030,1984,BOL,6054123.0
3031,1984,AND,42706.0
3032,1984,HKG,5397900.0
3033,1984,LCA,124292.0
3034,1984,FSM,83195.0
3035,1984,COD,29119673.0
3036,1984,MLI,7694855.0
3037,1984,STP,102829.0
3038,1984,MKD,1974415.0
3039,1984,LIE,27036.0
3040,1984,MNE,600884.0
3041,1984,ALB,2904429.0
3042,1984,SWZ,675239.0
3043,1984,BDI,4621103.0
3044,1984,NRU,8328.0
3045,1984,VNM,59512619.0
3046,1984,MHL,36557.0
3047,1984,KIR,62744.0
3048,1984,TUV,8115.0
3049,1984,SSD,5096482.0
3050,1985,CHN,1051040000.0
3051,1985,FIN,4902206.0
3052,1985,ROU,22755427.0
3053,1985,NOR,4152516.0
3054,1985,EST,1528781.0
3055,1985,FRA,56654696.0
3056,1985,ESP,38469512.0
3057,1985,EGY,49258732.0
3058,1985,ITA,56593071.0
3059,1985,AZE,6666447.0
3060,1985,RUS,143858000.0
3061,1985,ARG,30216279.0
3062,1985,CUB,10097911.0
3063,1985,BLR,9975000.0
3064,1985,CMR,10070806.0
3065,1985,MEX,75983485.0
3066,1985,USA,237924000.0
3067,1985,HUN,10648713.0
3068,1985,BRN,224449.0
3069,1985,PAK,92191510.0
3070,1985,IRQ,15555800.0
3071,1985,QAT,370890.0
3072,1985,CAN,25842116.0
3073,1985,IRL,3538082.0
3074,1985,AUS,15758000.0
3075,1985,MAR,22499110.0
3076,1985,ERI,2003937
3077,1985,JOR,2900049.0
3078,1985,TUN,7329594.0
3079,1985,BEL,9858308.0
3080,1985,DJI,425613.0
3081,1985,COM,355337.0
3082,1985,KAZ,15665595.0
3083,1985,MDV,189537.0
3084,1985,ETH,40652141.0
3085,1985,UZB,18061284.0
3086,1985,KGZ,3990300.0
3087,1985,TJK,4537822.0
3088,1985,JPN,120754000.0
3089,1985,BRA,135274080.0
3090,1985,ISR,4233000.0
3091,1985,SWE,8350386.0
3092,1985,TUR,49133937.0
3093,1985,ARM,3335940.0
3094,1985,CIV,9918196.0
3095,1985,KEN,19877083.0
3096,1985,BEN,4278501.0
3097,1985,GHA,12783613.0
3098,1985,SOM,6648627.0
3099,1985,SYR,10648632.0
3100,1985,GBR,56550268.0
3101,1985,CHI,133808.0
3102,1985,IND,784360008.0
3103,1985,POL,37201885.0
3104,1985,PAN,2219201.0
3105,1985,GEO,4662900.0
3106,1985,GUY,770435.0
3107,1985,VEN,17319520.0
3108,1985,COL,29951201.0
3109,1985,PER,19772872.0
3110,1985,UGA,14559355.0
3111,1985,NZL,3247100.0
3112,1985,ECU,9066109.0
3113,1985,TKM,3244018.0
3114,1985,TTO,1170285.0
3115,1985,DOM,6464229.0
3116,1985,JAM,2335510.0
3117,1985,LBR,2145754.0
3118,1985,SUR,368638.0
3119,1985,PLW,13528.0
3120,1985,LTU,3544543.0
3121,1985,NAM,1198148.0
3122,1985,UKR,50917000.0
3123,1985,ISL,241405.0
3124,1985,AUT,7564985.0
3125,1985,RWA,6146891.0
3126,1985,DMA,73201.0
3127,1985,MLT,336452.0
3128,1985,LUX,366706.0
3129,1985,CYP,703685.0
3130,1985,SGP,2735957.0
3131,1985,SLE,3805311.0
3132,1985,PNG,4081030.0
3133,1985,AFG,11938208.0
3134,1985,YEM,9572175.0
3135,1985,MDA,3570000.0
3136,1985,SRB,..
3137,1985,CAF,2542169.0
3138,1985,BIH,4392131.0
3139,1985,GUM,116572.0
3140,1985,SVK,5161768.0
3141,1985,THA,52026901.0
3142,1985,TLS,657053.0
3143,1985,GAB,827108.0
3144,1985,SMR,22798.0
3145,1985,LAO,3687898.0
3146,1985,KOR,40805744.0
3147,1985,PRK,18877238.0
3148,1985,MOZ,12764387.0
3149,1985,SEN,6471327.0
3150,1985,CPV,311678.0
3151,1985,CZE,10337118.0
3152,1985,BOL,6179460.0
3153,1985,AND,44600.0
3154,1985,HKG,5456200.0
3155,1985,LCA,126244.0
3156,1985,FSM,85640.0
3157,1985,COD,29881229.0
3158,1985,MLI,7831889.0
3159,1985,STP,104924.0
3160,1985,MKD,1981534.0
3161,1985,LIE,27288.0
3162,1985,MNE,605398.0
3163,1985,ALB,2964762.0
3164,1985,SWZ,699080.0
3165,1985,BDI,4750837.0
3166,1985,NRU,8501.0
3167,1985,VNM,60896721.0
3168,1985,MHL,38333.0
3169,1985,KIR,63986.0
3170,1985,TUV,8219.0
3171,1985,SSD,5220747.0
3172,1986,CHN,1066790000.0
3173,1986,FIN,4918154.0
3174,1986,ROU,22859269.0
3175,1986,NOR,4167354.0
3176,1986,EST,1540190.0
3177,1986,FRA,56976123.0
3178,1986,ESP,38584624.0
3179,1986,EGY,50602354.0
3180,1986,ITA,56596155.0
3181,1986,AZE,6778624.0
3182,1986,RUS,144894000.0
3183,1986,ARG,30698964.0
3184,1986,CUB,10183899.0
3185,1986,BLR,10043000.0
3186,1986,CMR,10395480.0
3187,1986,MEX,77599098.0
3188,1986,USA,240133000.0
3189,1986,HUN,10630564.0
3190,1986,BRN,230915.0
3191,1986,PAK,95215378.0
3192,1986,IRQ,15909762.0
3193,1986,QAT,397740.0
3194,1986,CAN,26100278.0
3195,1986,IRL,3539690.0
3196,1986,AUS,16018400.0
3197,1986,MAR,22980335.0
3198,1986,ERI,2064794
3199,1986,JOR,3015299.0
3200,1986,TUN,7517858.0
3201,1986,BEL,9861823.0
3202,1986,DJI,454361.0
3203,1986,COM,365760.0
3204,1986,KAZ,15852525.0
3205,1986,MDV,196264.0
3206,1986,ETH,41965693.0
3207,1986,UZB,18515578.0
3208,1986,KGZ,4066500.0
3209,1986,TJK,4687325.0
3210,1986,JPN,121492000.0
3211,1986,BRA,138108912.0
3212,1986,ISR,4299000.0
3213,1986,SWE,8369829.0
3214,1986,TUR,50128541.0
3215,1986,ARM,3392264.0
3216,1986,CIV,10307281.0
3217,1986,KEN,20622560.0
3218,1986,BEN,4404506.0
3219,1986,GHA,13164837.0
3220,1986,SOM,6736748.0
3221,1986,SYR,11004272.0
3222,1986,GBR,56681396.0
3223,1986,CHI,135249.0
3224,1986,IND,801975244.0
3225,1986,POL,37456119.0
3226,1986,PAN,2268500.0
3227,1986,GEO,4704500.0
3228,1986,GUY,764446.0
3229,1986,VEN,17772001.0
3230,1986,COL,30572478.0
3231,1986,PER,20230384.0
3232,1986,UGA,15070302.0
3233,1986,NZL,3246300.0
3234,1986,ECU,9292474.0
3235,1986,TKM,3324458.0
3236,1986,TTO,1183381.0
3237,1986,DOM,6596962.0
3238,1986,JAM,2358161.0
3239,1986,LBR,2158429.0
3240,1986,SUR,374140.0
3241,1986,PLW,13831.0
3242,1986,LTU,3578914.0
3243,1986,NAM,1239928.0
3244,1986,UKR,51097000.0
3245,1986,ISL,243180.0
3246,1986,AUT,7569794.0
3247,1986,RWA,6443751.0
3248,1986,DMA,72533.0
3249,1986,MLT,342121.0
3250,1986,LUX,368355.0
3251,1986,CYP,712340.0
3252,1986,SGP,2733373.0
3253,1986,SLE,3916685.0
3254,1986,PNG,4186499.0
3255,1986,AFG,11736179.0
3256,1986,YEM,9941109.0
3257,1986,MDA,3602000.0
3258,1986,SRB,..
3259,1986,CAF,2597761.0
3260,1986,BIH,4435917.0
3261,1986,GUM,119232.0
3262,1986,SVK,5193838.0
3263,1986,THA,52980094.0
3264,1986,TLS,671752.0
3265,1986,GAB,850048.0
3266,1986,SMR,23046.0
3267,1986,LAO,3794198.0
3268,1986,KOR,41213674.0
3269,1986,PRK,19156795.0
3270,1986,MOZ,12808558.0
3271,1986,SEN,6670663.0
3272,1986,CPV,316616.0
3273,1986,CZE,10342227.0
3274,1986,BOL,6309130.0
3275,1986,AND,46517.0
3276,1986,HKG,5524600.0
3277,1986,LCA,128449.0
3278,1986,FSM,87905.0
3279,1986,COD,30683869.0
3280,1986,MLI,7952865.0
3281,1986,STP,107429.0
3282,1986,MKD,1987538.0
3283,1986,LIE,27559.0
3284,1986,MNE,607711.0
3285,1986,ALB,3022635.0
3286,1986,SWZ,723595.0
3287,1986,BDI,4886743.0
3288,1986,NRU,8683.0
3289,1986,VNM,62293856.0
3290,1986,MHL,40211.0
3291,1986,KIR,65505.0
3292,1986,TUV,8336.0
3293,1986,SSD,5328164.0
3294,1987,CHN,1084035000.0
3295,1987,FIN,4932123.0
3296,1987,ROU,22949430.0
3297,1987,NOR,4186905.0
3298,1987,EST,1552221.0
3299,1987,FRA,57302663.0
3300,1987,ESP,38684815.0
3301,1987,EGY,51991700.0
3302,1987,ITA,56601931.0
3303,1987,AZE,6893489.0
3304,1987,RUS,145908000.0
3305,1987,ARG,31184415.0
3306,1987,CUB,10286643.0
3307,1987,BLR,10111000.0
3308,1987,CMR,10731064.0
3309,1987,MEX,79200081.0
3310,1987,USA,242289000.0
3311,1987,HUN,10612741.0
3312,1987,BRN,237563.0
3313,1987,PAK,98285755.0
3314,1987,IRQ,16257070.0
3315,1987,QAT,422148.0
3316,1987,CAN,26446601.0
3317,1987,IRL,3540057.0
3318,1987,AUS,16263900.0
3319,1987,MAR,23447252.0
3320,1987,ERI,2127422
3321,1987,JOR,3131796.0
3322,1987,TUN,7700736.0
3323,1987,BEL,9870234.0
3324,1987,DJI,490330.0
3325,1987,COM,376654.0
3326,1987,KAZ,16039251.0
3327,1987,MDV,203028.0
3328,1987,ETH,43329231.0
3329,1987,UZB,18976417.0
3330,1987,KGZ,4144600.0
3331,1987,TJK,4844002.0
3332,1987,JPN,122091000.0
3333,1987,BRA,140891602.0
3334,1987,ISR,4369000.0
3335,1987,SWE,8397804.0
3336,1987,TUR,51100924.0
3337,1987,ARM,3451947.0
3338,1987,CIV,10698194.0
3339,1987,KEN,21382112.0
3340,1987,BEN,4535263.0
3341,1987,GHA,13552021.0
3342,1987,SOM,6862273.0
3343,1987,SYR,11360852.0
3344,1987,GBR,56802050.0
3345,1987,CHI,136762.0
3346,1987,IND,819682102.0
3347,1987,POL,37668045.0
3348,1987,PAN,2318264.0
3349,1987,GEO,4743500.0
3350,1987,GUY,757448.0
3351,1987,VEN,18232730.0
3352,1987,COL,31195413.0
3353,1987,PER,20691283.0
3354,1987,UGA,15612754.0
3355,1987,NZL,3274400.0
3356,1987,ECU,9522360.0
3357,1987,TKM,3407321.0
3358,1987,TTO,1194541.0
3359,1987,DOM,6729933.0
3360,1987,JAM,2375393.0
3361,1987,LBR,2153316.0
3362,1987,SUR,381037.0
3363,1987,PLW,14123.0
3364,1987,LTU,3616367.0
3365,1987,NAM,1286797.0
3366,1987,UKR,51293000.0
3367,1987,ISL,245859.0
3368,1987,AUT,7574586.0
3369,1987,RWA,6779983.0
3370,1987,DMA,71842.0
3371,1987,MLT,344485.0
3372,1987,LUX,370750.0
3373,1987,CYP,723376.0
3374,1987,SGP,2774789.0
3375,1987,SLE,4038144.0
3376,1987,PNG,4292563.0
3377,1987,AFG,11604534.0
3378,1987,YEM,10322043.0
3379,1987,MDA,3633000.0
3380,1987,SRB,..
3381,1987,CAF,2646840.0
3382,1987,BIH,4479519.0
3383,1987,GUM,121919.0
3384,1987,SVK,5222840.0
3385,1987,THA,53945881.0
3386,1987,TLS,686471.0
3387,1987,GAB,873867.0
3388,1987,SMR,23295.0
3389,1987,LAO,3905530.0
3390,1987,KOR,41621690.0
3391,1987,PRK,19431986.0
3392,1987,MOZ,12786349.0
3393,1987,SEN,6875754.0
3394,1987,CPV,321135.0
3395,1987,CZE,10347318.0
3396,1987,BOL,6442831.0
3397,1987,AND,48455.0
3398,1987,HKG,5580500.0
3399,1987,LCA,130856.0
3400,1987,FSM,89979.0
3401,1987,COD,31528708.0
3402,1987,MLI,8062219.0
3403,1987,STP,110254.0
3404,1987,MKD,1992274.0
3405,1987,LIE,27837.0
3406,1987,MNE,608144.0
3407,1987,ALB,3083605.0
3408,1987,SWZ,748632.0
3409,1987,BDI,5027138.0
3410,1987,NRU,8865.0
3411,1987,VNM,63701972.0
3412,1987,MHL,42173.0
3413,1987,KIR,67248.0
3414,1987,TUV,8485.0
3415,1987,SSD,5419809.0
3416,1988,CHN,1101630000.0
3417,1988,FIN,4946481.0
3418,1988,ROU,23057662.0
3419,1988,NOR,4209488.0
3420,1988,EST,1561900.0
3421,1988,FRA,57627105.0
3422,1988,ESP,38766939.0
3423,1988,EGY,53399246.0
3424,1988,ITA,56629288.0
3425,1988,AZE,7010027.0
3426,1988,RUS,146857000.0
3427,1988,ARG,31668949.0
3428,1988,CUB,10397511.0
3429,1988,BLR,10140000.0
3430,1988,CMR,11075422.0
3431,1988,MEX,80788721.0
3432,1988,USA,244499000.0
3433,1988,HUN,10596487.0
3434,1988,BRN,244404.0
3435,1988,PAK,101389603.0
3436,1988,IRQ,16612322.0
3437,1988,QAT,443605.0
3438,1988,CAN,26791747.0
3439,1988,IRL,3524949.0
3440,1988,AUS,16532200.0
3441,1988,MAR,23903592.0
3442,1988,ERI,2185605
3443,1988,JOR,3256558.0
3444,1988,TUN,7880332.0
3445,1988,BEL,9901664.0
3446,1988,DJI,528999.0
3447,1988,COM,387963.0
3448,1988,KAZ,16206002.0
3449,1988,MDV,209785.0
3450,1988,ETH,44757203.0
3451,1988,UZB,19443887.0
3452,1988,KGZ,4218400.0
3453,1988,TJK,5001169.0
3454,1988,JPN,122613000.0
3455,1988,BRA,143627503.0
3456,1988,ISR,4442000.0
3457,1988,SWE,8436489.0
3458,1988,TUR,52053765.0
3459,1988,ARM,3504659.0
3460,1988,CIV,11094748.0
3461,1988,KEN,22153676.0
3462,1988,BEN,4672852.0
3463,1988,GHA,13947042.0
3464,1988,SOM,7005234.0
3465,1988,SYR,11719071.0
3466,1988,GBR,56928327.0
3467,1988,CHI,138245.0
3468,1988,IND,837468930.0
3469,1988,POL,37824487.0
3470,1988,PAN,2368551.0
3471,1988,GEO,4790700.0
3472,1988,GUY,750639.0
3473,1988,VEN,18698847.0
3474,1988,COL,31822525.0
3475,1988,PER,21153459.0
3476,1988,UGA,16180124.0
3477,1988,NZL,3283400.0
3478,1988,ECU,9755579.0
3479,1988,TKM,3493895.0
3480,1988,TTO,1204153.0
3481,1988,DOM,6863441.0
3482,1988,JAM,2389411.0
3483,1988,LBR,2134097.0
3484,1988,SUR,388881.0
3485,1988,PLW,14402.0
3486,1988,LTU,3655049.0
3487,1988,NAM,1336536.0
3488,1988,UKR,51521000.0
3489,1988,ISL,249740.0
3490,1988,AUT,7585317.0
3491,1988,RWA,7088191.0
3492,1988,DMA,71208.0
3493,1988,MLT,347325.0
3494,1988,LUX,373450.0
3495,1988,CYP,736474.0
3496,1988,SGP,2846108.0
3497,1988,SLE,4156634.0
3498,1988,PNG,4399324.0
3499,1988,AFG,11618005.0
3500,1988,YEM,10730862.0
3501,1988,MDA,3660000.0
3502,1988,SRB,..
3503,1988,CAF,2693973.0
3504,1988,BIH,4509461.0
3505,1988,GUM,124673.0
3506,1988,SVK,5250596.0
3507,1988,THA,54891520.0
3508,1988,TLS,701809.0
3509,1988,GAB,898469.0
3510,1988,SMR,23551.0
3511,1988,LAO,4020811.0
3512,1988,KOR,42031247.0
3513,1988,PRK,19708323.0
3514,1988,MOZ,12758008.0
3515,1988,SEN,7086627.0
3516,1988,CPV,325746.0
3517,1988,CZE,10355276.0
3518,1988,BOL,6580312.0
3519,1988,AND,50434.0
3520,1988,HKG,5627600.0
3521,1988,LCA,133367.0
3522,1988,FSM,91985.0
3523,1988,COD,32443781.0
3524,1988,MLI,8171522.0
3525,1988,STP,113285.0
3526,1988,MKD,1995513.0
3527,1988,LIE,28129.0
3528,1988,MNE,607413.0
3529,1988,ALB,3142336.0
3530,1988,SWZ,773768.0
3531,1988,BDI,5168698.0
3532,1988,NRU,9062.0
3533,1988,VNM,65120439.0
3534,1988,MHL,44083.0
3535,1988,KIR,69089.0
3536,1988,TUV,8637.0
3537,1988,SSD,5485282.0
3538,1989,CHN,1118650000.0
3539,1989,FIN,4964371.0
3540,1989,ROU,23161458.0
3541,1989,NOR,4226901.0
3542,1989,EST,1568131.0
3543,1989,FRA,57940212.0
3544,1989,ESP,38827764.0
3545,1989,EGY,54788685.0
3546,1989,ITA,56671781.0
3547,1989,AZE,7126881.0
3548,1989,RUS,147721000.0
3549,1989,ARG,32148134.0
3550,1989,CUB,10503972.0
3551,1989,BLR,10170000.0
3552,1989,CMR,11425800.0
3553,1989,MEX,82368931.0
3554,1989,USA,246819000.0
3555,1989,HUN,10481719.0
3556,1989,BRN,251458.0
3557,1989,PAK,104512881.0
3558,1989,IRQ,16994948.0
3559,1989,QAT,461690.0
3560,1989,CAN,27276781.0
3561,1989,IRL,3511009.0
3562,1989,AUS,16814400.0
3563,1989,MAR,24355619.0
3564,1989,ERI,2231141
3565,1989,JOR,3399330.0
3566,1989,TUN,8060210.0
3567,1989,BEL,9937697.0
3568,1989,DJI,563864.0
3569,1989,COM,399632.0
3570,1989,KAZ,16249500.0
3571,1989,MDV,216510.0
3572,1989,ETH,46272299.0
3573,1989,UZB,19918119.0
3574,1989,KGZ,4307500.0
3575,1989,TJK,5149874.0
3576,1989,JPN,123116000.0
3577,1989,BRA,146328304.0
3578,1989,ISR,4518000.0
3579,1989,SWE,8492964.0
3580,1989,TUR,52992487.0
3581,1989,ARM,3536474.0
3582,1989,CIV,11502449.0
3583,1989,KEN,22935092.0
3584,1989,BEN,4820016.0
3585,1989,GHA,14353410.0
3586,1989,SOM,7133258.0
3587,1989,SYR,12080444.0
3588,1989,GBR,57076711.0
3589,1989,CHI,139573.0
3590,1989,IND,855334678.0
3591,1989,POL,37961529.0
3592,1989,PAN,2419426.0
3593,1989,GEO,4803300.0
3594,1989,GUY,745585.0
3595,1989,VEN,19166471.0
3596,1989,COL,32457499.0
3597,1989,PER,21614193.0
3598,1989,UGA,16763042.0
3599,1989,NZL,3299200.0
3600,1989,ECU,9991870.0
3601,1989,TKM,3585868.0
3602,1989,TTO,1212857.0
3603,1989,DOM,6997888.0
3604,1989,JAM,2403464.0
3605,1989,LBR,2106431.0
3606,1989,SUR,397085.0
3607,1989,PLW,14709.0
3608,1989,LTU,3684255.0
3609,1989,NAM,1386010.0
3610,1989,UKR,51773000.0
3611,1989,ISL,252852.0
3612,1989,AUT,7619567.0
3613,1989,RWA,7276985.0
3614,1989,DMA,70723.0
3615,1989,MLT,350722.0
3616,1989,LUX,377100.0
3617,1989,CYP,751047.0
3618,1989,SGP,2930901.0
3619,1989,SLE,4254444.0
3620,1989,PNG,4506991.0
3621,1989,AFG,11868877.0
3622,1989,YEM,11189177.0
3623,1989,MDA,3681000.0
3624,1989,SRB,..
3625,1989,CAF,2745734.0
3626,1989,BIH,4507824.0
3627,1989,GUM,127522.0
3628,1989,SVK,5275942.0
3629,1989,THA,55772169.0
3630,1989,TLS,718741.0
3631,1989,GAB,923711.0
3632,1989,SMR,23817.0
3633,1989,LAO,4138845.0
3634,1989,KOR,42449038.0
3635,1989,PRK,19993755.0
3636,1989,MOZ,12805946.0
3637,1989,SEN,7303517.0
3638,1989,CPV,331179.0
3639,1989,CZE,10361068.0
3640,1989,BOL,6721115.0
3641,1989,AND,52448.0
3642,1989,HKG,5686200.0
3643,1989,LCA,135788.0
3644,1989,FSM,94057.0
3645,1989,COD,33464765.0
3646,1989,MLI,8296915.0
3647,1989,STP,116320.0
3648,1989,MKD,1996870.0
3649,1989,LIE,28449.0
3650,1989,MNE,606571.0
3651,1989,ALB,3227943.0
3652,1989,SWZ,798507.0
3653,1989,BDI,5307069.0
3654,1989,NRU,9278.0
3655,1989,VNM,66550234.0
3656,1989,MHL,45820.0
3657,1989,KIR,70853.0
3658,1989,TUV,8779.0
3659,1989,SSD,5511579.0
3660,1990,CHN,1135185000.0
3661,1990,FIN,4986431.0
3662,1990,ROU,23201835.0
3663,1990,NOR,4241473.0
3664,1990,EST,1569174.0
3665,1990,FRA,58235697.0
3666,1990,ESP,38867322.0
3667,1990,EGY,56134475.0
3668,1990,ITA,56719240.0
3669,1990,AZE,7159000.0
3670,1990,RUS,148292000.0
3671,1990,ARG,32618651.0
3672,1990,CUB,10596987.0
3673,1990,BLR,10189000.0
3674,1990,CMR,11780088.0
3675,1990,MEX,83943132.0
3676,1990,USA,249623000.0
3677,1990,HUN,10373988.0
3678,1990,BRN,258721.0
3679,1990,PAK,107647921.0
3680,1990,IRQ,17419113.0
3681,1990,QAT,476278.0
3682,1990,CAN,27691138.0
3683,1990,IRL,3513974.0
3684,1990,AUS,17065100.0
3685,1990,MAR,24807462.0
3686,1990,ERI,2258653
3687,1990,JOR,3565890.0
3688,1990,TUN,8242496.0
3689,1990,BEL,9967379.0
3690,1990,DJI,590398.0
3691,1990,COM,411594.0
3692,1990,KAZ,16348000.0
3693,1990,MDV,223158.0
3694,1990,ETH,47887865.0
3695,1990,UZB,20510000.0
3696,1990,KGZ,4391200.0
3697,1990,TJK,5283814.0
3698,1990,JPN,123537000.0
3699,1990,BRA,149003223.0
3700,1990,ISR,4660000.0
3701,1990,SWE,8558835.0
3702,1990,TUR,53921760.0
3703,1990,ARM,3538171.0
3704,1990,CIV,11924877.0
3705,1990,KEN,23724579.0
3706,1990,BEN,4978496.0
3707,1990,GHA,14773277.0
3708,1990,SOM,7225092.0
3709,1990,SYR,12446171.0
3710,1990,GBR,57247586.0
3711,1990,CHI,140671.0
3712,1990,IND,873277798.0
3713,1990,POL,38110782.0
3714,1990,PAN,2470947.0
3715,1990,GEO,4802000.0
3716,1990,GUY,743309.0
3717,1990,VEN,19632665.0
3718,1990,COL,33102575.0
3719,1990,PER,22071433.0
3720,1990,UGA,17354392.0
3721,1990,NZL,3329800.0
3722,1990,ECU,10230934.0
3723,1990,TKM,3683967.0
3724,1990,TTO,1221116.0
3725,1990,DOM,7133494.0
3726,1990,JAM,2419906.0
3727,1990,LBR,2075912.0
3728,1990,SUR,405168.0
3729,1990,PLW,15058.0
3730,1990,LTU,3697838.0
3731,1990,NAM,1432905.0
3732,1990,UKR,51892000.0
3733,1990,ISL,254826.0
3734,1990,AUT,7677850.0
3735,1990,RWA,7288882.0
3736,1990,DMA,70419.0
3737,1990,MLT,354170.0
3738,1990,LUX,381850.0
3739,1990,CYP,766615.0
3740,1990,SGP,3047132.0
3741,1990,SLE,4319762.0
3742,1990,PNG,4615839.0
3743,1990,AFG,12412308.0
3744,1990,YEM,11709993.0
3745,1990,MDA,3696000.0
3746,1990,SRB,7586000
3747,1990,CAF,2806734.0
3748,1990,BIH,4463423.0
3749,1990,GUM,130482.0
3750,1990,SVK,5299187.0
3751,1990,THA,56558186.0
3752,1990,TLS,737814.0
3753,1990,GAB,949488.0
3754,1990,SMR,24125.0
3755,1990,LAO,4258472.0
3756,1990,KOR,42869283.0
3757,1990,PRK,20293054.0
3758,1990,MOZ,12987292.0
3759,1990,SEN,7526307.0
3760,1990,CPV,337950.0
3761,1990,CZE,10333355.0
3762,1990,BOL,6864842.0
3763,1990,AND,54509.0
3764,1990,HKG,5704500.0
3765,1990,LCA,138020.0
3766,1990,FSM,96301.0
3767,1990,COD,34612023.0
3768,1990,MLI,8449913.0
3769,1990,STP,119209.0
3770,1990,MKD,1996228.0
3771,1990,LIE,28789.0
3772,1990,MNE,606372.0
3773,1990,ALB,3286542.0
3774,1990,SWZ,822420.0
3775,1990,BDI,5438957.0
3776,1990,NRU,9505.0
3777,1990,VNM,67988862.0
3778,1990,MHL,47271.0
3779,1990,KIR,72400.0
3780,1990,TUV,8913.0
3781,1990,SSD,5492623.0
3782,1991,CHN,1150780000.0
3783,1991,FIN,5013740.0
3784,1991,ROU,23001155.0
3785,1991,NOR,4261732.0
3786,1991,EST,1561314.0
3787,1991,FRA,58559311.0
3788,1991,ESP,38966376.0
3789,1991,EGY,57424549.0
3790,1991,ITA,56758521.0
3791,1991,AZE,7271000.0
3792,1991,RUS,148624000.0
3793,1991,ARG,33079000.0
3794,1991,CUB,10673542.0
3795,1991,BLR,10194000.0
3796,1991,CMR,12137912.0
3797,1991,MEX,85512623.0
3798,1991,USA,252981000.0
3799,1991,HUN,10373400.0
3800,1991,BRN,266210.0
3801,1991,PAK,110778648.0
3802,1991,IRQ,17889459.0
3803,1991,QAT,487353.0
3804,1991,CAN,28037420.0
3805,1991,IRL,3534235.0
3806,1991,AUS,17284000.0
3807,1991,MAR,25260404.0
3808,1991,ERI,2266358
3809,1991,JOR,3760496.0
3810,1991,TUN,8427857.0
3811,1991,BEL,10004486.0
3812,1991,DJI,606844.0
3813,1991,COM,423872.0
3814,1991,KAZ,16450500.0
3815,1991,MDV,229751.0
3816,1991,ETH,49609969.0
3817,1991,UZB,20952000.0
3818,1991,KGZ,4463600.0
3819,1991,TJK,5400630.0
3820,1991,JPN,123921000.0
3821,1991,BRA,151648011.0
3822,1991,ISR,4949000.0
3823,1991,SWE,8617375.0
3824,1991,TUR,54840590.0
3825,1991,ARM,3505258.0
3826,1991,CIV,12362407.0
3827,1991,KEN,24521703.0
3828,1991,BEN,5149499.0
3829,1991,GHA,15207367.0
3830,1991,SOM,7274030.0
3831,1991,SYR,12815401.0
3832,1991,GBR,57424897.0
3833,1991,CHI,141467.0
3834,1991,IND,891273209.0
3835,1991,POL,38246193.0
3836,1991,PAN,2523118.0
