,1,,1000,,1500,,1600,,1700,,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,353,370,387,406,426,448,473,499,528,559,592,627,660,699,740,782,828,876,927,982,"1,041","1,103","1,170","1,243","1,319","1,396","1,479","1,567","1,661","1,758","1,905","2,064","2,184","2,314","2,446","2,675","2,768","2,909","3,031","2,954","2,681","2,426","2,354","2,408","2,560","2,620","2,726","2,821","2,821","2,821","2,821","2,821","2,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea ,,,,,"1,518",,,,"2,315",,"2,607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,725",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,087","6,496","6,675","8,288","8,683","9,316","9,444","10,230","10,816","11,260","11,483","11,972","12,249","13,295","14,445","15,370","17,308","18,711","21,268","24,743","27,184","36,229","37,854","42,819","44,038","44,891","45,652","46,379","47,104","47,842","48,621","49,388","50,138","50,905","51,695","52,505","53,331","54,172","55,033","55,934","56,874","57,846","53,391","53,552","39,468","32,758","27,091","25,249","25,130","25,310","25,310","25,310","25,310","25,310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,"3,453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,681","17,445","18,209","19,034","19,920","20,806","21,631","22,486","23,372","24,289","25,297","26,554","29,917","30,821","32,322","32,666","32,975","28,829","28,329","30,702","31,295","32,889","35,815","38,238","36,744","34,130","39,879","41,343","41,622","41,873","40,671","42,103","45,526","48,042","52,355","55,481","57,056","59,127","62,685","65,615","68,959","72,965","79,313","85,720","93,292","102,192","111,737","120,845","127,812","133,913","143,002","152,862","163,685","175,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total 23 Small East Asian countries,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,871","4,015","4,254","4,345","4,501","4,668","4,852","5,047","5,235","5,439","5,677","5,978","6,172","6,538","6,838","7,219","7,609","7,904","8,400","8,805","9,640","10,441","11,005","12,022","12,664","12,835","13,250","13,472","14,174","15,253","14,954","15,037","15,296","15,734","15,971","16,639","17,445","18,063","18,715","19,389","19,439","20,296","21,191","22,125","23,064","24,075","25,136","26,236","26,675","28,799","28,803","29,015","32,091","34,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total 29 East Asian countries ,,,,,,,,,,,"10,651",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,544","37,137","38,696","41,646","43,545","45,357","47,184","49,288","51,541","53,699","55,715","57,871","62,228","65,077","68,148","70,273","73,294","71,415","74,596","81,177","84,832","95,737","100,579","111,619","111,779","110,178","118,075","120,281","123,417","125,735","125,021","127,728","133,034","137,843","144,035","149,283","154,129","155,603","160,286","165,281","169,234","175,611","179,069","187,036","181,933","188,455","194,824","204,562","212,986","223,902","234,284","244,192","262,804","280,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 West Asian countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,257,273,290,309,328,349,371,394,419,445,474,504,536,571,607,646,688,732,779,832,898,969,"1,046","1,136","1,015","1,180","1,322","1,424","1,419","1,525","1,568","1,669","1,785","1,860","1,854","1,897","1,935","2,003","2,053","2,054","2,148","2,316","2,508","2,502","2,600","2,707","2,791","2,924","3,050","3,212","3,357","3,528","3,729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,"2,000",,"2,925",,"2,400",,,,"3,000",,"3,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,128","28,128","28,128","28,156","28,156","28,156","30,659","34,939","39,013","42,360","46,467","50,405","51,389","57,043","61,178","68,688","75,579","84,102","96,759","109,304","120,865","135,829","157,909","171,466","186,655","195,684","229,241","226,315","199,481","182,267","156,643","151,918","175,826","199,031","202,379","207,245","187,780","184,939","174,532","181,227","199,819","220,999","234,472","239,395","244,901","252,983","267,403","280,773","285,827","296,117","312,995","324,580","348,923","371,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq ,500,,"1,300",,550,,,,550,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,041","7,661","8,470","11,899","14,145","13,568","14,511","14,370","16,039","16,715","18,658","20,806","21,841","21,447","24,024","26,206","27,593","26,953","31,740","32,818","32,691","34,712","33,430","39,042","41,133","47,977","57,735","59,320","70,127","86,258","84,392","69,078","68,501","62,544","62,699","61,714","61,073","62,812","49,540","45,160","44,583","16,540","21,370","21,370","20,306","18,475","20,799","19,996","22,993","24,948","27,692","30,185","32,297","25,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,623","4,707","4,910","4,852","5,776","6,558","7,142","7,761","8,319","9,370","9,986","11,077","12,171","13,461","14,780","16,171","16,349","16,758","19,320","21,755","23,520","26,107","29,342","30,839","32,941","34,038","34,480","34,480","36,144","38,416","41,053","43,173","43,948","45,496","45,905","47,489","49,760","53,344","54,417","54,895","58,511","61,848","66,051","68,298","74,172","79,215","82,938","85,675","88,246","87,903","94,408","93,558","92,155","100,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan ,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,990,"1,049","1,112","1,178","1,116","1,532","1,571","1,729","1,858","1,977","2,381","2,446","2,582","3,032","3,379","3,474","3,839","3,696","4,031","3,600","3,682","3,800","3,999","4,355","4,657","5,789","6,166","7,462","8,142","9,689","10,147","10,897","11,115","12,071","12,493","13,626","13,997","13,853","12,387","12,371","12,656","14,807","15,666","16,445","17,495","17,861","18,409","18,950","19,530","20,288","21,282","22,304","23,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,181","4,532","4,804","5,280","5,882","6,020","6,464","6,693","7,024","7,747","8,420","8,495","9,474","9,984","10,962","11,205","12,584","12,885","14,089","14,474","22,944","24,537","25,503","23,847","20,799","18,287","19,466","18,722","20,072","22,827","18,178","14,737","13,006","14,039","14,775","14,148","15,352","14,733","15,247","16,389","13,111","7,735","13,723","18,416","19,970","20,186","19,518","19,708","19,354","19,173","20,151","20,292","20,191","22,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon ,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,313","2,972","3,157","3,634","4,171","4,506","4,399","4,476","3,840","4,164","4,274","4,555","4,731","4,771","5,059","5,569","5,950","5,668","6,381","6,520","6,950","7,590","8,514","8,915","10,465","10,724","10,989","11,260","11,539","10,873","10,879","10,366","9,680","9,584","9,786","10,028","9,581","6,705","6,099","6,106","6,099","8,429","8,808","9,425","10,179","10,841","11,274","11,725","12,077","12,198","12,198","12,442","12,691","13,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,324,344,366,389,413,439,467,496,528,560,567,681,711,712,715,752,"1,250","2,274","2,858","2,957","2,983","3,262","2,809","3,132","3,897","4,397","4,410","4,326","4,511","4,784","5,599","6,245","7,288","8,507","9,697","9,906","10,699","11,018","11,481","11,487","12,176","13,211","14,017","14,556","15,259","15,700","16,671","17,121","16,954","17,462","18,772","19,091","19,358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763,827,876,963,"1,073","1,099","1,180","1,223","1,282","1,415","1,496","1,497","1,555","1,657","1,712","1,837","2,493","3,014","3,474","3,706","3,756","4,665","5,263","6,228","5,661","5,823","6,263","5,586","6,114","6,364","6,816","5,834","4,731","4,246","4,143","3,699","3,130","3,192","3,240","3,275","3,276","3,263","3,566","3,552","3,635","3,742","3,922","4,865","5,275","5,443","5,987","6,256","6,713","7,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,610","9,334","9,893","10,875","12,115","12,399","13,312","13,785","14,465","15,955","17,548","19,632","21,974","23,885","25,986","29,137","33,374","36,310","39,547","42,578","46,573","53,289","61,469","73,601","84,700","84,924","92,251","106,191","112,511","120,028","132,160","142,630","144,989","129,404","129,258","120,605","113,260","118,495","122,284","126,701","144,438","156,571","160,955","159,989","160,811","161,564","163,815","167,106","169,987","168,674","176,233","177,114","177,291","190,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syria ,,,,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,418","8,098","10,202","11,566","13,266","11,970","14,175","15,051","12,972","13,460","13,704","14,832","18,351","18,342","18,755","18,704","17,265","18,696","19,394","23,031","22,155","24,352","30,447","27,846","34,563","41,306","45,834","45,254","49,202","50,986","57,097","62,527","63,857","64,766","62,131","65,928","62,670","63,865","72,342","65,860","70,894","75,927","81,318","89,938","96,821","102,698","109,904","112,640","121,201","119,012","121,988","126,624","131,942","135,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey ,"4,400",,"4,200",,"3,780",,"4,740",,"5,040",,"6,478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,195",,,,,,,,,,"9,882","11,819","13,159","15,275","13,886","15,388","17,842","18,649","19,763","18,568","21,007","21,491","21,927","26,093","26,965","29,338","31,776","29,855","27,158","28,337","25,721","24,623","21,297","27,514","29,064","33,003","31,340","34,279","38,667","43,295","48,128","46,757","50,528","52,173","56,321","58,892","61,600","63,417","64,480","68,422","74,866","77,951","80,008","89,366","93,377","99,650","104,929","110,071","120,046","127,931","133,858","144,829","157,855","171,601","179,005","184,113","182,536","181,165","189,014","198,495","205,811","217,637","228,744","244,752","266,108","276,460","279,614","305,395"," 308,224 "," 326,670 "," 352,940 "," 333,685 "," 357,681 "," 382,738 "," 411,553 "," 424,278 "," 404,299 "," 434,055 "," 401,520 "," 433,408 "," 458,454 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,130","1,225","1,298","1,427","1,590","1,628","1,749","1,812","1,902","2,097","2,312","2,526","2,809","3,097","3,414","3,762","4,147","4,570","5,037","5,554","6,123","7,147","8,343","9,739","12,894","13,307","15,308","17,978","17,557","21,926","27,717","28,492","26,145","24,833","25,893","25,287","19,919","20,631","20,580","22,766","25,496","25,547","26,237","26,001","28,228","30,459","32,356","34,517","35,916","37,296","39,233","40,606","41,378","44,274",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,353","4,468","4,584","4,708","4,831","4,959","5,091","5,228","5,367","5,510","5,660","5,810","5,970","6,148","6,307","6,486","6,674","6,868","7,052","7,260","8,731","10,253","11,070","12,431","13,152","14,152","16,363","18,167","19,711","20,805","20,918","22,191","22,563","23,856","24,778","24,578","25,115","26,135","27,249","28,203","28,212","28,297","29,683","30,544","31,205","34,594","36,631","39,592","41,532","43,067","45,229","47,310","49,155","50,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza ,,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965,"1,009","1,055","1,104","1,157","1,206","1,260","1,321","1,380","1,462","1,534","1,588","1,683","1,783","1,891","2,010","2,130","2,045","1,859","1,931","2,044","2,169","2,306","2,455","2,632","2,797","2,958","3,137","3,332","3,531","3,732","3,940","4,176","4,465","4,769","5,094","5,446","5,834","6,265","6,706","7,222","7,853","8,555","9,308","10,189","11,234","12,381","13,573","14,807","16,153","16,153","12,922","10,338","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total 15 West Asian countries ,"10,120",,"12,415",,"10,495",,"12,637",,"12,291",,"15,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106,283","113,196","122,340","134,360","140,794","144,454","154,435","165,389","173,113","184,660","196,458","209,125","223,998","240,313","256,333","274,485","298,375","317,024","351,005","381,528","413,812","458,258","509,558","548,120","599,047","636,442","713,856","737,313","743,114","760,889","756,749","761,214","794,728","808,263","826,592","838,601","823,267","853,424","855,130","855,130","932,968","948,214","1,011,743","1,061,367","1,067,605","1,119,026","1,179,947","1,239,594","1,280,488","1,273,817","1,347,284","1,336,820","1,401,405","1,473,739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Asia ,"76,735",,"85,815",,"161,317",,"217,089",,"229,671",,"412,477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"425,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"556,845",,,,,,,,,,,,,"680,788",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,107,589",,,,,,,,,,"991,393","1,060,420","1,141,568","1,219,770","1,272,478","1,333,634","1,421,958","1,487,111","1,582,977","1,653,872","1,732,345","1,744,816","1,824,281","1,952,923","2,125,500","2,233,288","2,393,394","2,512,962","2,681,161","2,935,158","3,205,349","3,375,215","3,577,397","3,864,556","3,954,346","4,140,807","4,353,545","4,596,852","4,872,406","5,073,863","5,244,119","5,473,675","5,705,312","5,996,073","6,354,509","6,673,774","6,959,680","7,394,094","7,863,071","8,186,335","8,642,381","9,021,501","9,542,917","10,056,765","10,621,514","11,472,960","11,994,061","12,488,696","12,456,616","12,945,894","13,725,876","14,371,222","15,268,315","16,555,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57 African countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria ,900,,,,,,,,,,"1,157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,136","12,221","12,767","13,046","13,811","14,224","15,619","17,391","18,022","21,323","22,780","20,013","15,765","19,928","20,971","22,367","21,287","23,277","25,996","28,484","31,336","28,666","34,685","35,814","37,999","40,705","43,387","47,319","53,387","58,193","59,273","60,766","64,662","68,012","71,774","75,512","74,747","74,225","72,672","75,123","73,934","73,047","74,216","72,583","71,929","74,663","77,500","78,353","82,349","84,984","87,109","89,374","92,949","99,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,331","4,491","4,660","4,833","4,703","5,080","4,985","5,461","5,751","5,777","6,011","6,635","6,444","6,791","7,587","8,194","8,635","9,064","8,947","9,255","9,909","9,943","10,091","10,784","10,242","6,314","5,669","5,799","6,037","6,184","6,483","6,353","6,050","5,851","5,881","5,911","5,379","5,985","6,843","6,959","7,202","7,252","7,180","5,241","5,310","5,861","6,518","7,033","7,511","7,759","7,991","8,239","9,425","9,745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,813","1,813","1,813","1,762","1,813","1,813","1,813","1,813","1,880","1,950","2,010","2,075","2,005","2,097","2,240","2,356","2,443","2,467","2,561","2,637","2,692","2,704","2,942","3,011","2,784","2,904","3,029","3,199","3,301","3,565","3,901","4,122","4,566","4,366","4,713","5,068","5,182","5,104","5,258","5,144","5,347","5,598","5,822","6,026","6,291","6,581","6,942","7,338","7,675","8,037","8,503","8,928","9,464","9,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,155,159,164,169,174,179,184,189,195,200,207,213,220,228,235,258,284,313,344,378,448,592,722,873,862,"1,024","1,061","1,264","1,391","1,589","1,736","1,865","2,159","2,400","2,577","2,773","3,017","3,492","3,944","4,178","4,379","4,510","4,600","4,761","4,975","5,259","5,611","5,942","6,317","6,860","7,217","7,576","8,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,076","2,155","2,233","2,314","2,399","2,489","2,582","2,676","2,777","2,877","2,962","3,080","3,269","3,228","3,302","3,429","3,446","3,749","3,865","3,942","3,950","4,106","4,272","4,045","3,969","3,798","3,761","4,027","4,496","4,542","4,616","4,820","4,926","4,870","4,948","5,596","6,474","6,364","6,893","6,814","6,748","7,423","7,608","7,548","7,654","7,999","8,598","9,010","9,588","10,191","10,416","11,114","11,692","12,627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,899,927,965,"1,018","1,050","1,090","1,132","1,163","1,230","1,249","1,078","1,176","1,224","1,298","1,347","1,409","1,537","1,520","1,501","1,902","2,052","1,831","1,963","1,947","1,966","2,121","2,383","2,357","2,404","2,594","2,877","2,865","2,954","2,951","3,295","3,421","3,562","3,694","3,747","3,879","4,073","4,101","3,859","3,716","3,445","3,156","3,169","3,320","3,287","3,284","3,353","3,503","3,462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,279","3,401","3,525","3,653","3,788","3,929","4,073","4,224","4,381","4,542","4,666","4,722","4,867","5,047","5,227","5,332","5,581","5,736","6,109","6,411","6,605","6,801","7,096","7,201","7,523","7,910","8,061","8,520","8,985","9,474","10,441","12,222","13,147","14,068","15,170","16,528","17,722","16,839","16,072","14,632","14,393","13,846","13,417","12,987","12,662","13,081","13,734","14,435","15,156","15,823","16,488","17,362","18,490","19,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,69,71,75,76,78,82,81,83,93,100,107,113,120,127,133,140,147,153,160,166,155,148,147,143,147,147,148,164,182,249,271,279,306,317,345,355,380,392,413,430,283,231,434,463,499,532,573,615,668,713,756,794,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
