,1,,1000,,1500,,1600,,1700,,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,214",,,,,,,,,,,,,,,,,"16,980","15,282","13,127","12,011","11,819","12,351","12,907","14,262","15,004","14,989","16,158","17,192","18,430","19,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,627",,,,,,,,,,,,,,,,,"41,325","32,605","17,966","12,702","11,381","11,677","12,984","14,348","14,793","15,221","15,495","16,239","17,132","19,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,875",,,,,,,,,,,,,,,,,"122,295","108,843","103,074","93,591","81,799","75,091","75,467","76,750","75,291","77,324","84,902","96,364","105,807","115,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,781",,,,,,,,,,,,,,,,,"15,787","14,540","12,533","10,591","8,462","8,005","8,573","9,422","9,620","9,976","10,515","11,072","11,072","11,814",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,998",,,,,,,,,,,,,,,,,"26,413","23,085","15,675","13,888","14,193","14,066","14,600","15,812","16,555","17,101","18,281","19,744","21,007","22,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,643",,,,,,,,,,,,,,,,,"32,010","30,185","23,756","19,907","17,957","18,890","19,778","21,163","22,707","22,321","23,192","24,676","26,354","28,911",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,134",,,,,,,,,,,,,,,,,"27,112","22,367","15,881","15,690","10,842","10,690","10,059","10,220","9,556","9,231","9,425","10,000","10,780","11,459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"872,466",,,,,,,,,,,,,,,,,"1,151,040","1,093,488","934,932","853,593","745,187","714,634","688,907","698,552","661,529","703,867","774,253","813,740","851,986","914,181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,279",,,,,,,,,,,,,,,,,"15,884","14,534","9,839","8,236","6,481","5,678","4,730","4,810","5,065","5,252","5,688","6,268","6,864","7,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,483",,,,,,,,,,,,,,,,,"13,300","12,675","10,774","10,935","9,043","8,392","8,955","7,934","8,497","9,899","10,503","10,934","11,130","11,887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"238,156",,,,,,,,,,,,,,,,,"311,112","284,045","255,925","219,583","169,299","148,644","133,780","129,767","127,301","127,046","134,542","146,920","154,560","169,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,012",,,,,,,,,,,,,,,,,"87,468","87,031","77,370","75,591","71,660","71,015","72,222","75,978","79,321","82,811","86,123","89,999","93,779","97,905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Former USSR ,"1,560",,"2,840",,"8,458",,"11,426",,"16,196",,"37,678",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,049",,,,,,,,,,,,,"232,351",,,,,,,,,,,,,,,"231,886","238,392","252,333","257,213","254,424","264,880","290,903","334,818","361,306","398,017","405,220","430,314","420,091","333,656","333,656","333,656","333,656","333,656","332,727","369,903","420,555","465,631","510,243","512,566","545,792","569,260","596,910","648,027","710,065","724,470","778,840","770,244","843,434","891,763","915,928","895,016","1,010,727","1,068,117","1,119,932","1,169,422","1,237,966","1,255,392","1,351,818","1,387,832","1,395,732","1,513,070","1,556,984","1,561,399","1,634,589","1,673,159","1,715,215","1,707,083","1,709,174","1,724,741","1,767,262","1,823,723","1,847,190","1,863,687","1,940,363","1,965,457","2,007,280","2,037,253","1,987,995","1,862,292","1,592,461","1,436,101","1,237,463","1,171,751","1,137,739","1,160,597","1,133,781","1,187,239","1,287,576","1,367,979","1,441,722","1,552,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,354",,,,,,,,,,,,,,,,,,,,"7,265",,,,,,,,,,"12,932","14,036","13,746","15,722","17,407","19,703","20,691","21,127","23,190","24,353","26,125","26,590","28,770","29,060","26,038","26,183","25,428","23,364","27,665","28,683","30,775","31,559","34,059","37,837","40,772","40,597","42,544","45,567","48,414","50,623","48,531","45,160","43,678","45,712","49,344","51,524","51,873","55,650","55,883","58,004","58,963","61,986","62,712","62,218","69,280","67,042","73,029","81,136","85,641","84,478","85,524","88,866","84,333","88,866","92,528","99,125","101,856","107,087","113,655","106,303","114,614","122,809","120,833","117,927","130,074","141,960","142,919","146,755","153,002","166,080","174,972","183,458","189,183","200,720","213,739","211,850","211,327","224,084","214,233","229,547","232,802","219,434","212,518","220,016","224,491","209,641","224,985","230,797","226,438","212,373","212,518","233,770","254,575","269,341","291,696","282,653","295,090","318,698","334,314","322,947","320,364","306,237","272,876","296,991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil ,,,,,400,,342,,574,,"2,912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,959",,,,,,,,,,,,,,,,,,,,"6,985","7,154","7,327","7,504","7,686","7,872","8,062","8,257","8,457","8,662","8,871","9,086","9,306","9,531","9,761","9,998","10,240","10,487","10,741","11,001","11,267","11,232","10,865","9,474","9,695","12,519","11,616","11,712","12,300","12,347","12,201","13,425","13,425","13,693","13,961","14,365","15,735","15,754","15,639","16,886","17,078","18,959","18,747","19,188","18,844","19,688","20,263","21,664","21,223","24,024","26,393","26,944","28,801","30,454","30,434","30,556","31,210","33,476","37,333","37,415","35,187","34,401","35,599","38,374","41,585","42,722","46,824","48,355","50,376","50,876","51,381","54,981","52,944","60,317","62,562","64,236","71,013","73,523","79,157","84,239","89,342","93,608","99,181","103,957","110,836","118,960","120,674","130,717","142,577","154,538","167,397","179,951","190,932","192,912","199,423","203,444","216,181","224,877","244,921","266,292","292,480","322,159","356,880","401,643","433,322","455,918","498,823","522,154","548,342","587,289","639,093","611,007","614,538","593,575","625,438","675,090","729,252","753,685","751,910","776,547","743,765","751,203","748,949","782,652","831,176","866,086","891,202","925,068","926,918","934,333","975,444","988,197","1,007,295","1,012,733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile ,,,,,,,,,,,535,523,538,549,548,577,594,610,619,637,641,654,676,688,717,748,758,791,810,827,887,905,932,968,989,"1,026","1,068","1,098","1,151","1,241","1,313","1,359","1,409","1,387","1,436","1,511","1,539","1,599","1,680","1,746","1,816","1,828","1,832","1,913","2,027","2,108","2,165","2,092","2,209","2,443","2,509","2,515","2,705","2,886","2,766","2,995","2,964","2,869","3,043","3,506","3,940","4,078","4,418","4,446","4,485","4,351","4,535","4,852","4,661","4,781","5,128","5,547","5,436","5,706","5,612","6,006","6,039","5,906","6,621","6,663","6,492","6,655","6,945","6,555","7,092","7,085","7,639","8,042","8,896","8,941","9,952","9,683","10,067","10,252","8,663","8,384","10,278","10,499","10,633","9,123","10,305","8,931","9,258","11,151","11,992","12,514","11,472","11,264","13,798","14,519","12,195","9,607","8,118","10,003","12,076","12,771","13,399","15,235","15,410","15,733","16,364","16,178","16,929","17,413","17,742","19,274","20,925","18,666","21,772","21,303","22,352","23,326","24,828","26,699","25,835","26,807","27,258","30,056","31,706","29,910","32,392","33,941","35,549","37,798","38,639","38,951","43,295","44,700","46,301","48,023","49,011","53,400","52,752","49,816","50,302","43,808","45,349","49,820","53,914","58,379","63,017","66,932","57,837","56,216","59,525","60,697","64,093","68,311","73,290","81,062","84,038","90,735","101,874","109,004","117,599","127,482","136,918","145,963","150,679","149,532","156,245","161,521","165,049","171,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,891","4,169","4,245","4,374","4,503","4,656","4,977","5,069","5,148","5,421","5,682","5,993","6,292","6,420","6,199","6,173","6,854","7,434","7,391","7,588","7,797","7,999","8,206","8,420","8,637","8,860","9,707","10,581","11,357","11,768","11,666","11,595","12,243","12,930","12,661","14,080","14,824","15,055","16,038","17,020","17,386","17,681","17,713","17,790","18,991","19,883","21,681","22,535","23,235","24,519","24,955","25,726","27,350","29,026","31,042","32,242","33,539","34,766","35,639","38,207","39,831","41,847","44,120","45,571","48,389","50,136","52,806","55,028","58,398","62,116","66,308","70,250","75,637","80,728","85,370","87,347","91,488","95,283","103,366","108,906","113,375","115,789","116,938","118,806","123,037","127,076","134,844","142,086","147,896","152,686","159,042","161,587","167,889","175,444","186,496","196,567","200,695","203,706","205,132","196,722","202,230","205,204","209,163","217,791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico ,880,,"1,800",,"3,188",,"1,134",,"2,558",,"5,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,214",,,,,,,,,,,,,,,,,,,,"11,860",,,,,"14,337",,,,,"18,585","20,167","18,741","20,840","21,203","23,407","23,147","24,495","24,469","25,195","25,403","25,584","25,740","25,921","26,095","26,270","26,446","26,624","26,803","26,983","27,164","27,346","27,994","28,953","28,487","30,250","32,064","30,664","30,846","29,653","27,787","28,720","24,417","27,191","29,031","31,183","33,671","34,786","35,356","37,248","37,767","40,851","43,754","45,387","49,094","50,623","53,967","55,807","58,114","61,303","67,368","72,578","75,481","75,688","83,258","90,307","96,502","103,812","109,333","112,599","121,723","126,365","132,039","141,839","157,312","167,116","177,427","188,258","201,669","213,924","227,970","237,480","257,636","279,302","296,370","312,998","326,267","337,499","365,340","398,788","431,983","469,972","466,649","446,602","462,678","475,505","457,655","466,148","471,953","491,767","516,692","538,508","558,049","568,934","594,054","557,419","586,144","625,759","655,910","679,523","724,371","724,134","729,724","740,226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,934","2,114","2,251","2,376","2,502","2,685","2,832","3,024","3,126","3,355","3,623","3,850","3,923","3,989","4,058","4,145","4,291","4,434","4,407","4,787","5,283","5,478","5,511","5,694","5,751","5,989","6,505","6,953","7,608","7,809","8,602","8,754","9,319","10,293","9,113","8,376","8,055","8,961","10,174","11,128","11,662","11,820","12,006","12,071","12,305","12,317","12,035","12,225","13,274","13,766","14,296","14,698","15,184","16,329","17,613","18,984","19,963","21,227","21,817","23,439","24,500","25,696","25,775","25,907","29,486","32,105","34,500","36,098","38,614","41,213","44,689","46,473","45,980","47,166","50,848","53,131","54,837","57,729","60,773","65,587","66,507","66,470","66,463","70,441","73,727","77,098","77,183","66,818","69,878","71,239","78,348","85,018","78,003","68,466","64,979","66,603","66,004","69,766","79,254","86,070","88,050","95,622","95,718","96,579","99,573","99,757","104,684","108,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748,771,958,978,896,775,865,900,982,877,966,931,"1,044","1,251","1,262","1,449","1,531","1,383","1,726","1,594","1,473","1,617","1,668","1,823","2,046","2,034","2,155","2,092","1,944","2,010","2,030","2,077","2,431","2,513","2,579","2,318","2,556","2,829","3,101","3,140","3,390","3,288","4,013","3,896","3,246","3,078","3,183","3,511","3,721","4,204","3,666","3,857","4,411","4,644","5,089","4,890","5,338","6,106","6,429","6,483","7,368","6,094","5,657","4,948","5,891","6,238","6,534","6,651","7,176","7,177","7,193","7,317","6,709","6,768","7,613","7,832","8,603","9,203","9,515","9,854","10,224","11,015","11,167","11,736","12,488","12,593","12,807","12,932","13,292","12,125","12,554","12,912","12,624","12,686","12,940","13,088","13,536","12,975","13,181","13,984","14,638","14,498","13,992","14,098","14,541","15,406","16,026","16,205","17,058","18,110","19,205","19,575","17,724","16,688","16,505","16,746","18,231","19,676","19,676","19,930","20,105","20,687","22,218","22,907","24,166","23,683","24,867","26,112","27,313","26,548","26,203","25,316","22,522","23,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,,,,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,087","2,053","2,233","2,414","2,357","2,329","2,173","2,173","2,322","2,405","2,484","2,655","2,747","3,172","2,773","2,858","2,697","3,147","3,128","2,922","3,509","3,651","3,753","4,330","5,016","6,481","7,839","8,794","9,847","11,167","11,367","9,187","8,800","9,628","10,275","11,021","12,106","13,889","15,015","15,926","15,307","15,056","13,166","14,371","17,727","21,547","25,855","30,925","34,427","36,534","37,377","39,979","43,472","45,147","49,820","53,991","58,677","67,414","68,540","72,658","72,889","70,643","73,762","77,134","83,688","89,240","90,842","96,334","102,916","106,612","114,807","116,494","117,982","126,364","129,038","132,728","142,978","151,927","155,528","156,752","149,735","149,253","146,150","140,665","142,664","144,843","152,244","157,698","166,879","152,577","160,648","177,516","189,942","189,182","182,183","192,931","192,160","204,843","204,433","191,963","198,105","204,829","186,690","172,282",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total 8 Latin American countries,,,,,,,,,,,"11,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,720","65,266","64,598","69,135","72,228","77,217","80,541","83,339","86,688","90,329","94,172","96,897","100,667","102,344","96,265","97,422","100,431","101,722","106,075","109,220","115,359","116,277","122,987","132,742","138,034","141,958","148,777","155,205","167,344","171,922","163,213","153,140","146,567","157,748","171,038","180,667","190,893","201,441","207,260","214,055","216,666","226,367","225,962","236,490","256,283","264,204","289,368","306,493","327,045","338,558","354,755","374,082","385,775","402,346","427,624","457,464","475,813","512,480","540,517","552,247","590,886","620,573","644,359","661,965","709,079","745,148","781,695","815,400","866,368","924,197","991,034","1,050,870","1,118,899","1,210,400","1,283,455","1,325,642","1,398,765","1,463,442","1,524,244","1,628,212","1,722,937","1,729,060","1,709,537","1,659,386","1,724,216","1,780,837","1,859,652","1,923,419","1,936,045","1,955,408","1,961,787","2,040,609","2,109,500","2,187,230","2,306,624","2,332,891","2,415,126","2,545,771","2,600,417","2,598,147","2,702,535","2,715,195","2,698,003","2,743,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Latin American countries ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,816","4,902","4,987","5,095","5,202","5,309","5,683","5,855","5,301","5,412","5,698","5,360","5,183","5,306","5,289","5,516","5,631","5,945","6,327","6,632","6,958","7,461","7,928","8,604","8,989","9,459","9,820","10,321","11,030","11,598","12,364","13,118","13,670","14,128","14,125","13,995","14,124","13,508","12,905","13,034","12,943","12,530","12,858","13,348","13,735","14,446","15,226","15,485","16,135","16,910","17,705","18,484","19,408","20,417","20,499","20,991","21,343","21,863","22,473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,668,727,672,769,766,847,769,809,775,813,803,739,880,776,840,896,"1,045","1,107","1,139","1,093","1,224","1,097","1,095",992,"1,130","1,249","1,486","1,571","1,635","1,702","1,747","1,958","2,256","2,275","2,538","2,466","2,676","3,007","3,118","3,389","3,530","3,746","4,067","4,265","4,651","5,013","5,320","5,730","6,111","6,515","6,945","7,556","8,145","8,583","8,755","9,231","10,055","10,677","11,207","11,290","11,035","10,266","10,551","11,379","11,475","12,107","12,683","13,114","13,867","14,370","14,686","15,729","16,641","17,357","17,739","17,899","18,901","20,489","22,415","22,908","23,155","23,832","25,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,132","5,776","4,853","3,894","4,213","4,948","5,788","6,747","7,753","6,012","6,345","5,516","7,410","6,214","6,889","7,907","8,759","9,541","10,925","9,706","10,547","11,837","12,818","13,257","11,647","12,238","12,794","13,967","15,980","15,980","14,263","14,419","14,625","14,845","15,064","15,296","15,529","16,380","18,294","17,230","17,018","16,380","17,656","18,507","20,209","21,272","22,336","22,974","24,038","25,527","26,165","25,527","27,654","28,292","29,104","30,146","30,694","30,714","30,468","31,022","31,128","31,087","27,481","23,689","19,898","20,296","20,986","22,812","23,565","23,871","25,494","26,896","27,694","28,118","28,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,416","2,701","2,921","2,884","3,049","3,237","3,562","3,787","3,989","4,012","4,209","4,114","4,815","5,129","5,472","4,791","5,434","5,617","5,628","6,244","6,906","7,637","8,581","9,617","10,171","10,659","11,377","11,930","12,207","12,733","13,511","14,069","14,324","14,959","14,999","14,620","15,057","16,189","16,300","18,377","17,503","17,643","18,772","19,148","19,971","20,870","22,373","24,230","25,998","28,078","30,600","31,710","33,116","32,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,137","3,344","3,361","3,502","3,946","3,998","4,014","4,492","4,991","5,673","5,776","6,278","6,346","7,129","7,279","7,867","8,074","8,373","8,751","9,007","9,490","10,106","10,360","10,911","11,189","11,977","13,131","13,475","14,188","14,973","15,792","16,899","17,872","18,972","21,337","22,585","23,772","26,075","27,731","29,664","31,274","32,706","34,041","34,421","33,702","35,081","36,570","37,648","35,288","39,060","39,123","40,267","42,280","43,549","44,507","46,465","47,859","48,816","50,476","50,678","46,978","40,059","42,108","42,546","44,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,091","1,094","1,159","1,208","1,292","1,203","1,422","1,250","1,466","1,468","1,505","1,349","1,210","1,374","1,419","1,562","1,527","1,672","1,554","1,667","1,811","1,772","1,925","2,087","1,980","1,898","1,928","2,425","3,090","2,806","2,888","2,945","3,166","3,392","3,431","3,608","3,891","4,098","4,187","4,375","4,553","4,713","5,276","5,504","6,017","6,340","6,794","7,164","7,396","7,653","7,881","8,245","8,712","9,084","9,675","10,193","10,572","11,189","11,935","11,744","10,748","9,869","9,324","9,386","9,595","9,819","9,926","10,193","10,384","10,491","10,805","11,108","11,918","12,681","13,442","14,275","14,532","15,157","15,732","16,268","16,626","16,910","17,287","17,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
